"INT_ID","Angle","Front_to_Rear","Head_On","Sideswipe_Same_Dir","Sideswipe_Opp_Dir","Parked_Veh","Rear_to_Side","Rear_to_Rear","Single_Veh","Sev_1","Sev_2","Sev_3","Sev_4","Sev_5"
793,7,0,0,0,1,0,0,0,0,5,0,3,0,0
794,2,6,0,0,0,0,0,0,0,5,1,2,0,0
795,1,0,0,0,0,0,0,0,0,0,0,1,0,0
796,1,0,0,0,0,0,0,0,1,2,0,0,0,0
798,0,0,0,0,0,0,0,0,1,0,0,0,1,0
799,0,0,0,0,0,0,0,0,2,1,0,1,0,0
801,2,0,0,0,0,0,0,0,0,1,0,1,0,0
802,1,0,0,0,0,0,0,0,3,3,0,0,1,0
805,1,0,0,0,0,0,0,0,0,1,0,0,0,0
806,6,3,0,0,0,0,0,0,2,6,3,1,1,0
807,2,3,0,1,0,0,0,0,1,5,1,0,1,0
808,0,4,0,0,0,0,0,0,1,3,1,0,1,0
809,3,31,1,4,0,1,0,0,6,31,9,4,1,1
810,2,3,0,1,0,0,0,0,1,5,1,0,1,0
811,7,9,0,1,1,1,0,0,1,15,2,2,1,0
812,0,4,0,0,0,0,0,0,1,3,1,0,1,0
813,3,47,1,6,0,1,0,0,5,45,10,7,0,1
815,13,6,3,1,0,0,0,0,2,16,4,4,1,0
817,3,6,0,1,0,0,0,0,0,5,4,1,0,0
818,2,6,0,0,0,0,0,0,1,6,1,2,0,0
820,1,0,0,0,1,0,0,0,0,1,1,0,0,0
823,0,1,0,0,0,0,0,0,1,1,0,1,0,0
824,20,16,9,1,1,0,0,0,3,32,5,12,1,0
825,1,6,1,1,0,0,0,0,0,6,2,1,0,0
826,45,19,9,2,3,0,0,0,2,45,13,15,6,1
827,19,28,4,8,2,1,0,0,4,43,15,7,1,0
828,16,7,7,0,1,0,0,0,0,14,7,6,4,0
829,5,7,1,1,0,0,0,0,1,9,4,2,0,0
830,2,0,0,0,0,0,0,0,3,3,0,2,0,0
831,15,8,1,11,1,0,0,0,3,34,5,0,0,0
832,4,14,0,1,0,0,0,0,3,18,4,0,0,0
833,2,12,0,6,1,0,0,0,2,21,2,0,0,0
834,8,6,0,1,0,0,0,0,1,11,4,1,0,0
835,33,85,4,11,4,0,1,0,7,112,26,7,0,0
836,9,55,0,2,0,1,0,0,3,55,12,3,0,0
837,6,16,0,1,0,0,0,0,1,13,6,4,1,0
838,2,3,1,0,1,1,0,0,1,7,2,0,0,0
839,14,15,3,0,0,0,0,0,0,17,12,3,0,0
843,0,0,0,0,0,0,0,0,2,1,1,0,0,0
844,4,10,0,0,0,0,0,0,2,12,3,1,0,0
846,3,0,0,0,0,0,0,0,0,1,1,0,1,0
847,10,3,0,1,1,0,0,0,2,8,4,3,2,0
848,4,1,0,0,0,0,0,0,0,4,1,0,0,0
850,9,3,0,1,0,0,0,0,0,9,4,0,0,0
851,3,1,0,0,1,0,0,0,0,3,2,0,0,0
852,5,7,0,1,2,0,0,0,3,9,5,4,0,0
853,3,1,1,0,1,0,0,0,1,5,2,0,0,0
855,0,0,0,0,0,0,0,0,3,1,1,1,0,0
856,0,9,0,0,0,0,0,0,1,8,1,1,0,0
857,6,12,0,1,1,0,0,0,0,16,4,0,0,0
858,5,1,0,0,0,1,0,0,1,7,1,0,0,0
859,1,0,0,0,0,0,0,0,0,1,0,0,0,0
860,10,20,1,0,1,0,0,0,2,22,10,1,1,0
861,2,0,0,0,0,0,0,0,1,2,0,0,1,0
862,4,1,0,0,0,0,0,0,2,6,1,0,0,0
863,11,7,2,0,0,0,0,0,2,13,8,1,0,0
864,2,2,0,1,0,0,0,0,1,4,1,1,0,0
866,2,6,0,1,0,0,1,0,1,8,3,0,0,0
867,3,2,1,1,0,0,0,0,1,6,1,0,1,0
868,9,1,0,0,2,0,0,0,0,7,5,0,0,0
869,3,30,1,4,0,0,0,0,2,33,3,4,0,0
870,0,3,0,4,0,0,0,0,13,14,3,1,2,0
871,5,1,0,0,0,0,0,0,0,3,1,1,1,0
872,8,6,0,3,0,0,1,0,3,12,6,3,0,0
873,8,2,0,1,0,1,0,0,1,9,4,0,0,0
874,5,14,0,1,0,0,0,0,2,19,3,0,0,0
875,0,0,0,0,0,0,0,0,1,1,0,0,0,0
876,9,0,0,1,0,0,0,0,4,8,1,4,1,0
877,2,0,1,1,0,0,0,0,3,4,2,1,0,0
878,2,0,0,0,0,0,0,0,0,2,0,0,0,0
879,0,1,1,0,0,0,0,0,0,2,0,0,0,0
880,1,1,0,0,0,0,0,0,1,3,0,0,0,0
881,0,1,0,0,0,1,0,0,1,3,0,0,0,0
882,1,0,0,0,0,0,0,0,2,2,0,1,0,0
883,1,1,0,0,0,0,0,0,1,1,2,0,0,0
884,9,4,0,0,0,0,0,0,0,7,2,2,1,1
887,23,15,1,1,0,0,1,0,3,32,6,5,1,0
888,2,9,1,0,0,0,0,0,0,8,2,2,0,0
889,3,1,0,0,0,0,0,0,0,2,1,0,1,0
890,22,2,1,1,1,0,0,0,2,17,5,5,2,0
892,23,25,0,5,1,0,0,0,1,44,5,3,1,2
893,17,14,5,1,3,0,0,0,1,21,13,6,1,0
894,22,20,2,6,5,1,0,0,2,41,9,6,2,0
895,23,25,0,5,1,0,0,0,1,44,5,3,1,2
896,0,2,0,0,0,0,0,0,0,2,0,0,0,0
897,9,12,1,1,1,1,0,0,2,23,3,1,0,0
898,18,24,1,4,3,0,0,0,2,44,4,4,0,0
899,19,29,4,9,1,1,0,0,2,39,18,6,1,1
900,14,35,3,4,0,0,0,0,3,40,13,5,1,0
901,1,2,0,1,0,0,0,0,0,3,1,0,0,0
902,20,30,4,9,1,1,0,0,2,41,18,6,1,1
903,30,29,5,15,0,0,0,0,1,67,8,5,0,0
904,12,15,4,1,1,1,0,0,2,25,7,3,1,0
905,8,1,1,0,0,0,0,0,0,9,1,0,0,0
906,5,2,0,0,1,0,0,0,0,3,3,1,1,0
907,1,0,0,0,0,0,0,0,1,1,1,0,0,0
909,11,13,1,1,0,0,0,0,1,20,3,3,1,0
910,0,1,0,0,0,0,0,0,0,1,0,0,0,0
911,12,12,2,1,1,0,0,0,2,17,8,4,1,0
912,22,80,1,11,2,0,0,0,15,88,24,16,3,0
913,42,59,3,9,2,0,0,0,4,76,17,24,1,1
914,42,58,3,9,2,0,0,0,4,76,16,24,1,1
915,3,3,0,1,1,0,0,0,0,4,1,3,0,0
916,5,1,0,1,1,0,0,0,2,8,1,1,0,0
917,6,17,0,1,0,0,0,0,4,19,6,2,1,0
918,6,4,4,3,1,1,0,0,1,14,5,1,0,0
919,0,0,1,0,0,0,0,0,1,0,2,0,0,0
920,5,2,0,0,0,0,0,0,1,5,2,1,0,0
921,3,14,0,1,0,0,0,0,1,11,3,5,0,0
922,0,2,0,0,0,0,0,0,2,4,0,0,0,0
923,22,15,4,5,1,0,0,0,4,34,7,9,0,1
924,10,45,3,5,3,0,0,0,5,46,13,11,1,0
925,14,21,2,3,1,0,0,0,8,32,12,4,1,0
926,14,3,0,1,1,0,0,0,2,11,7,3,0,0
927,41,22,4,2,2,0,0,0,2,40,18,13,1,1
928,30,27,1,2,1,1,0,0,1,34,15,14,0,0
929,22,64,0,12,1,0,0,0,5,68,14,17,4,1
930,8,15,1,0,0,0,0,0,1,17,1,5,2,0
931,61,55,3,5,2,0,0,0,6,85,20,26,1,0
932,61,55,3,4,2,0,0,0,6,83,20,27,1,0
933,5,3,0,1,0,0,0,0,5,13,1,0,0,0
934,35,67,7,8,1,1,0,0,6,93,25,6,1,0
935,8,18,0,2,0,0,0,0,0,21,6,0,1,0
936,56,59,0,20,0,0,0,0,4,101,31,7,0,0
937,3,4,0,1,0,0,0,0,0,5,2,1,0,0
938,9,47,0,4,0,0,0,0,4,46,15,3,0,0
939,62,67,6,15,2,0,0,0,2,109,28,14,1,2
941,23,24,2,0,0,0,0,0,2,38,9,4,0,0
942,4,1,1,2,1,0,0,0,0,8,0,1,0,0
943,4,0,0,0,0,0,0,0,0,4,0,0,0,0
944,3,3,0,0,0,0,0,0,0,2,2,1,1,0
945,1,1,0,0,0,0,0,0,1,1,2,0,0,0
946,0,0,0,2,0,0,0,0,0,2,0,0,0,0
947,5,4,2,1,1,0,0,0,0,9,3,0,1,0
948,11,15,1,6,0,0,0,0,2,27,5,2,1,0
949,34,23,1,3,2,0,0,0,2,50,8,7,0,0
950,33,22,1,4,2,0,0,0,2,49,8,7,0,0
951,12,6,3,0,0,0,0,0,1,13,4,2,3,0
952,13,6,2,2,0,1,0,0,4,18,4,6,0,0
953,19,14,2,4,1,0,0,0,6,30,9,7,0,0
954,49,28,0,3,1,1,0,0,2,42,19,18,4,1
955,50,27,0,3,1,1,0,0,2,43,18,18,4,1
956,14,17,2,3,1,0,0,0,2,29,7,1,1,1
957,28,43,1,5,3,0,0,1,2,64,14,4,1,0
958,23,103,1,24,0,0,0,0,0,128,18,4,1,0
959,27,94,4,19,1,0,0,0,8,125,22,5,1,0
960,15,15,0,1,1,0,0,0,0,23,5,2,2,0
961,4,3,0,2,0,1,0,0,4,7,3,3,1,0
962,30,16,6,3,3,0,0,0,5,38,17,7,1,0
963,14,36,3,1,1,1,0,0,4,36,17,5,2,0
964,25,65,3,7,0,0,0,0,5,76,25,3,1,0
965,7,14,1,2,0,0,0,0,4,14,8,6,0,0
966,17,22,0,2,0,1,0,0,1,33,9,1,0,0
967,8,5,1,0,0,0,0,0,1,12,3,0,0,0
968,27,8,1,3,0,1,1,0,5,28,8,8,2,0
969,43,56,2,15,0,0,0,0,1,93,22,1,1,0
970,33,21,0,3,1,1,0,0,0,32,21,6,0,0
971,55,94,1,25,0,1,0,0,4,136,30,8,6,0
972,4,6,0,0,0,0,0,0,1,7,1,2,1,0
973,4,6,0,0,0,0,0,0,1,7,1,2,1,0
974,17,17,1,2,0,0,0,0,5,25,10,5,1,1
975,14,18,0,3,0,0,0,1,0,23,8,5,0,0
976,17,7,1,1,2,0,0,0,1,20,5,4,0,0
977,1,0,0,0,0,0,0,0,0,1,0,0,0,0
978,0,5,0,1,0,0,0,0,0,2,3,1,0,0
979,9,17,3,1,1,0,0,0,0,22,4,4,1,0
980,4,4,0,0,0,0,0,0,0,5,1,1,1,0
981,16,8,0,1,0,0,0,0,5,13,7,7,3,0
982,4,4,0,0,0,0,0,0,0,5,1,1,1,0
983,19,5,1,0,0,0,0,0,2,12,7,8,0,0
984,44,64,2,16,4,0,0,0,11,100,26,12,3,0
985,10,2,0,0,0,0,0,0,1,8,3,2,0,0
986,4,21,1,3,0,0,0,0,0,20,5,4,0,0
987,41,27,7,3,1,0,0,0,6,43,14,23,5,0
988,31,58,1,10,2,0,0,0,6,71,25,10,2,0
989,15,15,0,0,1,0,0,0,1,20,9,3,0,0
990,43,55,7,14,1,1,0,1,1,82,33,8,0,0
991,6,47,2,1,0,1,0,0,2,42,14,2,1,0
992,4,10,0,1,0,0,0,0,1,12,3,1,0,0
993,32,30,5,5,2,0,0,0,5,55,16,8,0,0
994,12,26,1,4,0,0,0,0,2,27,15,1,1,1
995,8,8,0,1,0,0,0,0,2,10,4,4,1,0
996,17,31,2,4,0,0,0,0,4,41,11,4,1,1
997,20,111,2,12,0,1,0,0,3,103,36,6,4,0
1000,26,63,1,10,0,0,0,0,4,72,19,13,0,0
1001,13,8,1,1,0,0,0,0,2,17,5,3,0,0
1002,18,11,3,0,0,0,0,0,3,26,8,1,0,0
1003,25,8,1,0,0,0,0,0,0,23,5,5,1,0
1004,14,15,1,1,0,1,0,0,2,23,6,5,0,0
1005,1,0,0,0,0,1,0,0,1,3,0,0,0,0
1006,28,9,2,2,0,0,0,0,1,24,4,11,3,0
1007,5,10,0,0,0,0,0,0,1,9,5,2,0,0
1008,5,5,1,0,0,0,0,0,3,7,1,6,0,0
1009,25,15,1,0,0,1,0,0,1,13,7,11,12,0
1010,25,15,1,0,0,1,0,0,1,13,7,11,12,0
1011,3,52,0,2,0,0,0,0,8,46,11,8,0,0
1012,8,22,1,5,1,0,0,0,1,19,6,12,1,0
1013,5,1,0,1,0,0,0,0,5,7,3,0,2,0
1015,3,0,2,1,0,0,0,0,0,5,1,0,0,0
1016,9,7,4,0,2,0,0,0,4,15,7,3,0,1
1017,20,12,1,2,1,0,0,0,10,24,11,8,3,0
1018,37,29,5,4,1,1,0,0,2,47,21,11,0,0
1020,12,10,0,2,0,0,0,0,0,16,8,0,0,0
1021,13,34,4,3,0,0,0,0,1,33,14,5,2,1
1022,7,0,0,2,2,0,0,0,0,7,2,2,0,0
1023,1,2,1,0,0,0,0,0,2,5,1,0,0,0
1024,2,3,1,1,0,0,0,0,1,4,0,4,0,0
1025,32,29,3,1,2,0,0,0,4,38,18,13,2,0
1026,0,4,0,0,0,0,0,0,0,2,1,1,0,0
1027,5,17,0,0,0,0,1,0,1,12,7,5,0,0
1028,16,36,1,6,2,1,0,0,3,53,8,2,2,0
1029,11,0,2,0,0,0,0,0,0,7,3,3,0,0
1030,53,29,5,4,2,1,0,0,6,60,18,18,4,0
1031,19,26,0,0,0,0,0,0,3,31,11,5,1,0
1032,26,22,2,11,0,0,0,0,5,42,10,12,2,0
1034,0,6,0,0,0,0,0,0,1,4,1,1,0,1
1035,4,0,0,1,1,0,0,0,3,4,2,3,0,0
1036,5,6,0,0,0,0,0,0,1,8,3,1,0,0
1037,32,39,4,3,0,0,0,0,6,51,15,13,5,0
1038,21,72,2,6,2,1,1,0,8,74,23,13,3,0
1039,28,77,0,16,0,1,0,0,3,81,26,13,5,0
1040,18,12,1,1,0,0,0,0,3,20,9,4,2,0
1041,36,93,3,25,1,2,0,0,12,123,26,20,3,0
1042,69,50,4,9,2,2,0,0,1,88,27,20,2,0
1043,39,83,2,22,0,0,0,0,6,109,30,12,1,0
1044,47,34,3,6,1,0,0,0,3,45,36,9,4,0
1046,16,18,1,0,0,0,0,0,2,21,7,6,3,0
1047,21,19,2,3,0,0,0,0,3,20,8,16,4,0
1048,18,22,2,2,0,0,0,0,2,27,11,5,2,1
1049,23,22,2,1,0,0,0,0,2,26,12,10,1,1
1050,13,63,0,6,0,1,0,0,3,55,20,10,1,0
1051,3,12,0,0,2,0,0,0,2,15,3,1,0,0
1052,34,28,0,4,0,0,0,0,4,39,15,12,4,0
1053,0,31,0,2,0,0,0,0,3,29,4,3,0,0
1055,20,12,0,0,2,0,0,0,3,19,8,8,2,0
1056,12,3,0,1,1,0,0,0,3,10,4,4,2,0
1058,45,13,0,8,0,1,0,0,9,34,12,17,12,1
1059,32,19,0,9,0,1,0,0,10,39,8,14,9,1
1060,15,17,0,4,0,0,0,0,1,28,5,3,1,0
1061,15,12,0,3,0,0,0,0,0,15,10,4,1,0
1062,17,7,0,3,1,0,0,0,2,17,8,4,1,0
1063,14,17,3,1,1,0,0,0,5,21,9,10,1,0
1064,2,3,0,0,0,0,0,0,0,5,0,0,0,0
1065,4,7,2,1,1,0,0,0,0,13,1,1,0,0
1066,13,11,0,3,0,0,0,0,3,16,7,3,3,1
1067,5,0,1,1,0,0,0,0,2,3,2,4,0,0
1068,5,2,3,1,0,0,0,0,0,9,1,1,0,0
1069,2,4,0,2,0,0,0,0,1,6,0,3,0,0
1070,4,1,0,2,1,0,0,0,0,7,1,0,0,0
1071,19,28,3,5,1,1,0,0,2,36,10,12,1,0
1072,7,1,0,1,1,0,0,0,2,6,3,3,0,0
1073,13,14,2,1,0,0,0,0,4,20,8,6,0,0
1074,26,10,1,1,0,0,0,0,4,24,9,7,2,0
1075,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1076,1,1,0,1,0,0,0,0,1,3,0,1,0,0
1077,9,17,0,3,0,1,0,0,5,22,9,4,0,0
1078,2,2,0,0,0,0,0,0,1,3,1,0,1,0
1081,8,6,1,0,1,0,0,0,3,11,5,3,0,0
1082,44,21,4,7,1,0,0,0,10,50,16,18,3,0
1083,7,18,0,12,2,1,0,0,6,33,8,5,0,0
1084,26,23,0,0,0,0,0,0,3,31,8,10,3,0
1085,22,86,0,30,0,1,0,0,8,94,34,16,3,0
1086,36,27,2,1,1,0,0,0,4,40,14,10,6,1
1087,15,27,0,0,0,0,0,0,2,23,10,9,2,0
1088,69,28,0,2,0,0,0,0,7,48,27,22,9,0
1089,7,21,0,2,1,0,0,0,3,18,10,5,1,0
1090,52,44,2,3,1,0,0,0,8,43,28,31,8,0
1091,52,44,2,4,1,0,0,0,8,43,28,32,8,0
1092,11,7,0,1,0,0,0,0,0,9,3,4,3,0
1093,34,17,0,7,1,0,0,0,2,48,9,4,0,0
1096,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1097,11,11,0,1,1,0,0,0,3,18,3,5,1,0
1098,21,6,1,2,3,0,0,0,4,18,7,10,1,1
1099,3,0,0,0,0,0,0,0,4,4,1,2,0,0
1100,0,1,0,0,1,0,0,0,0,1,1,0,0,0
1101,6,22,1,4,2,0,0,0,0,30,5,0,0,0
1102,0,1,0,0,0,0,0,0,1,2,0,0,0,0
1103,19,14,2,2,1,0,0,0,2,29,7,4,0,0
1104,14,68,0,3,2,0,0,0,4,60,23,6,2,0
1105,32,29,1,10,1,0,1,0,3,56,16,4,1,0
1106,15,77,2,16,1,2,0,1,12,87,24,12,3,0
1107,43,72,7,13,3,1,0,0,8,102,34,10,1,0
1108,31,19,6,10,4,0,0,0,6,47,12,15,2,0
1109,69,57,4,12,8,0,0,0,14,106,30,22,5,1
1110,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1111,1,3,0,2,1,0,0,0,2,8,1,0,0,0
1112,0,2,0,1,0,0,0,0,0,3,0,0,0,0
1113,10,12,0,1,0,0,0,0,2,18,5,2,0,0
1115,43,22,1,5,2,0,0,0,6,51,11,16,1,0
1116,4,51,0,10,0,0,0,0,6,50,13,7,1,0
1118,33,106,1,13,0,2,0,0,5,104,28,20,8,0
1120,18,35,4,3,2,0,0,0,7,43,11,12,2,1
1121,11,20,0,1,0,0,0,0,2,27,5,2,0,0
1122,3,1,0,1,0,0,0,0,0,4,1,0,0,0
1123,6,9,1,1,1,0,0,0,1,14,2,3,0,0
1126,41,33,6,6,2,0,0,0,3,52,23,13,3,0
1127,18,104,4,14,0,1,0,0,5,110,27,7,2,0
1128,18,26,1,3,4,0,0,0,0,37,7,7,1,0
1129,16,4,2,2,0,0,0,0,4,16,7,5,0,0
1130,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1131,12,16,1,5,0,1,0,0,0,25,8,1,1,0
1132,4,3,1,0,0,0,0,0,1,9,0,0,0,0
1134,0,0,0,0,0,0,0,0,2,1,0,1,0,0
1135,0,5,0,1,0,0,0,0,0,5,1,0,0,0
1136,2,0,0,2,0,0,0,0,0,3,1,0,0,0
1137,15,18,2,6,0,0,0,0,1,29,10,3,0,0
1138,20,26,6,5,4,1,0,0,3,48,11,6,0,0
1139,29,81,3,19,1,0,0,0,9,107,21,14,0,0
1140,135,170,3,29,4,2,0,0,9,235,79,30,8,0
1141,51,33,6,5,0,0,0,0,5,63,18,16,2,1
1142,27,17,1,4,1,0,0,0,7,28,9,13,6,1
1143,27,16,1,4,1,0,0,0,3,24,9,12,6,1
1144,1,1,0,1,0,0,0,0,0,3,0,0,0,0
1145,20,13,1,5,0,0,0,0,1,26,7,7,0,0
1146,1,1,0,0,0,0,0,0,0,2,0,0,0,0
1147,1,7,0,0,0,0,0,0,0,5,1,2,0,0
1148,20,17,8,2,2,0,0,0,3,32,11,8,1,0
1149,53,44,10,10,3,1,0,0,4,96,17,9,3,0
1150,1,11,0,6,1,1,0,0,2,20,0,1,1,0
1151,0,5,0,0,0,0,0,0,0,4,1,0,0,0
1152,1,9,0,4,1,0,0,0,0,13,1,1,0,0
1153,1,4,0,0,0,0,0,0,0,1,4,0,0,0
1154,13,1,0,1,1,1,1,0,2,15,4,0,1,0
1155,25,3,4,4,2,0,0,0,5,19,12,10,2,0
1156,11,27,0,5,0,3,0,0,6,37,10,5,0,0
1157,21,23,2,7,5,0,0,0,5,46,15,2,0,0
1158,39,44,2,14,3,0,0,0,11,76,26,11,0,0
1159,1,16,1,3,0,0,0,0,3,20,3,1,0,0
1160,32,59,5,18,0,0,0,0,3,93,16,8,0,0
1161,12,20,2,0,2,1,0,0,4,27,4,10,0,0
1162,5,22,0,3,0,0,0,0,1,23,5,1,2,0
1163,21,23,5,1,0,0,0,0,1,24,16,7,3,1
1164,11,11,1,3,0,1,0,0,3,17,8,4,1,0
1165,17,12,1,3,2,0,0,1,5,28,9,3,1,0
1166,1,4,0,0,0,0,0,0,0,4,1,0,0,0
1167,45,20,5,7,1,0,0,0,5,48,24,10,1,0
1168,3,0,0,0,0,0,0,0,0,1,0,1,1,0
1169,66,121,2,39,8,0,0,0,9,181,47,9,7,1
1170,1,9,0,1,0,0,0,0,1,9,3,0,0,0
1171,43,26,2,4,2,0,0,0,6,46,21,16,0,0
1172,19,8,3,3,1,0,0,0,3,21,9,6,1,0
1173,4,4,1,0,0,0,0,0,2,7,1,3,0,0
1174,74,37,9,5,3,1,1,0,8,89,29,18,1,1
1175,13,6,0,3,0,0,0,0,1,14,5,4,0,0
1176,64,42,8,12,5,1,0,0,7,93,26,19,1,0
1177,29,23,6,11,2,0,0,0,2,49,10,12,2,0
1178,48,24,2,3,0,1,0,0,9,53,21,9,4,0
1179,14,22,1,7,1,0,0,0,3,27,12,6,2,1
1180,58,136,6,30,1,0,1,1,16,185,46,14,4,0
1181,37,16,7,5,1,0,0,0,2,43,13,11,1,0
1182,48,56,4,11,6,0,0,0,7,89,26,12,4,1
1183,56,63,12,12,2,0,1,0,6,99,34,12,6,1
1184,7,4,1,3,0,1,0,0,5,17,2,2,0,0
1185,10,17,4,9,1,0,1,0,2,34,5,4,1,0
1186,3,3,0,1,0,1,0,0,4,8,3,1,0,0
1187,11,6,2,1,0,0,0,0,0,12,7,0,1,0
1188,13,6,2,3,1,0,0,0,1,12,7,7,0,0
1189,21,24,2,6,1,0,0,0,3,42,10,5,0,0
1190,13,10,1,7,0,0,0,0,10,26,10,3,2,0
1191,57,81,3,15,3,2,0,0,4,123,31,10,1,0
1192,4,1,1,0,1,0,0,0,1,6,2,0,0,0
1193,1,7,0,1,0,0,0,0,2,8,2,1,0,0
1194,7,9,3,2,0,1,0,0,1,11,4,6,1,1
1195,31,55,3,15,4,0,0,0,8,79,24,13,0,0
1196,22,124,1,24,1,2,0,0,8,145,30,7,0,0
1197,13,7,1,2,3,0,0,0,1,16,7,4,0,0
1198,5,8,0,0,0,0,0,0,1,12,0,2,0,0
1199,26,50,2,4,0,2,0,0,6,57,22,9,2,0
1200,1,0,0,0,0,0,0,0,2,2,0,1,0,0
1201,8,14,0,4,1,0,0,0,1,21,3,3,1,0
1202,27,20,2,1,2,0,0,0,2,37,13,3,1,0
1203,2,2,0,1,0,1,0,0,1,6,0,1,0,0
1204,4,8,1,3,0,0,0,0,0,9,3,3,1,0
1205,24,23,2,2,0,0,0,0,4,37,10,7,1,0
1206,10,13,0,0,3,0,0,0,4,21,5,2,2,0
1207,15,22,3,7,1,2,0,0,3,40,7,5,1,0
1208,37,31,5,7,3,1,0,0,4,60,14,13,1,0
1209,10,7,0,1,1,0,0,0,2,15,4,2,0,0
1210,6,23,1,0,0,0,0,0,2,25,6,1,0,0
1211,38,70,3,12,1,0,0,0,2,86,27,13,0,0
1212,5,12,1,2,0,1,0,0,1,13,4,5,0,0
1213,13,42,1,8,0,0,0,0,1,51,7,6,1,0
1214,8,19,3,0,1,0,0,0,4,18,9,7,1,0
1215,0,3,0,0,0,0,0,0,3,6,0,0,0,0
1216,1,20,0,2,0,0,0,0,0,12,8,3,0,0
1217,53,33,8,6,2,0,0,0,4,80,16,10,0,0
1218,35,89,2,28,1,2,0,0,22,123,31,23,1,1
1219,59,50,1,16,1,0,0,0,7,78,33,17,6,0
1220,47,111,3,17,2,1,0,0,10,136,37,16,2,0
1221,42,41,7,4,1,1,0,0,5,58,29,10,3,1
1222,2,14,0,2,0,0,0,0,2,15,2,2,1,0
1223,24,12,4,4,0,0,0,0,9,29,9,14,1,0
1224,3,6,0,0,0,0,0,0,1,6,2,1,1,0
1226,27,28,2,2,3,0,1,0,3,36,14,10,5,1
1227,4,3,1,0,0,0,0,0,3,7,1,3,0,0
1228,4,14,1,0,1,0,0,0,3,17,3,2,1,0
1229,8,5,1,0,0,0,0,0,2,11,2,3,0,0
1230,21,17,2,0,0,0,0,0,5,29,5,11,0,0
1232,3,2,0,0,0,0,0,0,0,3,2,0,0,0
1233,30,22,2,3,3,0,0,0,7,39,15,10,3,0
1234,19,33,4,4,0,0,0,0,3,42,14,6,1,0
1235,3,19,0,1,0,1,0,0,0,16,7,1,0,0
1236,49,57,6,12,4,0,0,0,10,97,23,17,1,0
1237,14,18,0,3,2,0,0,0,4,24,14,3,0,0
1238,42,76,2,15,3,0,0,0,1,92,36,10,1,0
1239,15,20,0,3,0,0,0,0,3,32,6,3,0,0
1240,11,5,2,4,0,0,0,0,3,16,7,2,0,0
1241,91,131,14,33,7,3,0,0,21,206,62,26,6,0
1242,37,36,1,12,2,0,0,0,6,72,13,9,0,0
1243,1,2,0,1,0,2,0,0,1,2,5,0,0,0
1244,15,9,3,1,1,0,0,0,4,18,9,4,2,0
1245,23,105,4,16,1,3,1,0,3,128,23,4,1,0
1246,56,90,7,14,4,0,0,0,6,134,28,15,0,0
1247,10,5,0,1,0,0,0,0,1,10,3,3,1,0
1248,5,5,0,1,0,0,0,0,2,9,3,1,0,0
1249,3,8,1,0,0,0,0,0,1,9,2,1,1,0
1250,1,9,0,2,0,0,0,0,2,7,4,2,1,0
1251,25,20,4,5,0,0,1,0,9,36,19,6,1,2
1252,7,7,0,3,1,0,0,0,4,18,2,2,0,0
1253,13,7,2,2,0,0,0,0,2,18,4,3,1,0
1254,0,19,1,1,0,0,0,0,3,19,3,2,0,0
1255,3,2,0,2,0,0,0,0,0,3,0,2,2,0
1256,9,3,1,0,0,0,0,0,1,9,2,2,1,0
1257,78,66,9,9,6,2,0,0,26,115,48,30,3,0
1258,65,77,4,14,5,3,0,1,10,127,40,9,3,0
1259,76,58,8,14,6,0,1,0,9,95,50,24,2,1
1260,8,0,0,0,1,0,0,0,2,7,2,1,1,0
1261,2,3,0,0,0,0,0,0,0,2,2,1,0,0
1262,4,34,1,3,1,0,0,0,0,29,5,7,2,0
1263,38,41,4,7,2,0,0,0,8,56,31,11,2,0
1264,73,34,15,9,7,3,0,0,11,85,43,21,2,1
1265,23,15,1,3,0,0,1,0,8,27,17,6,0,1
1266,11,21,1,0,1,0,0,0,6,27,6,5,1,1
1267,2,7,0,1,0,1,0,0,1,5,6,1,0,0
1268,14,21,1,0,1,0,0,0,2,23,7,8,1,0
1270,50,45,3,7,2,0,0,0,9,61,32,20,2,1
1271,195,92,24,13,16,1,0,0,11,216,96,35,5,0
1272,14,24,0,9,0,0,0,0,9,36,13,6,1,0
1273,26,39,2,11,5,1,1,0,5,54,32,3,0,1
1274,40,56,3,17,3,0,0,0,15,88,34,11,1,0
1275,2,8,0,2,0,0,0,0,1,7,2,4,0,0
1276,26,44,6,8,3,1,0,0,9,60,24,12,1,0
1277,25,35,3,10,2,1,0,0,16,65,19,5,3,0
1278,16,29,1,7,0,1,0,0,5,46,9,3,1,0
1279,38,47,4,10,1,1,1,0,17,63,36,20,0,0
1280,73,82,7,14,3,1,1,0,10,116,46,26,2,1
1281,10,20,2,1,0,0,0,0,7,22,15,2,1,0
1282,38,25,4,1,1,1,0,0,6,40,20,14,2,0
1283,28,17,7,4,1,3,1,0,4,37,17,7,3,1
1284,12,9,0,2,0,0,0,0,3,14,9,3,0,0
1285,67,77,21,16,7,0,0,0,10,126,50,22,0,0
1286,5,2,1,1,0,0,0,0,3,8,3,1,0,0
1287,19,24,5,4,0,1,0,0,6,43,12,4,0,0
